order_fact_key,order_id,customer_id,product_id,region_id,ship_mode_id,order_date,ship_date,discount,unit_price,discount_amount,discount_price,shipping_cost,quantity,total_price,is_return
854,86044,317,880,1456,3,2013-11-17,2013-11-18,0.09,14.03,1.26,12.77,9.37,43,549.11,False
855,86042,318,723,775,3,2012-11-24,2012-11-25,0.04,29.99,1.2,28.79,5.5,12,345.48,False
856,86043,319,1189,787,3,2013-05-14,2013-05-15,0.05,4.98,0.25,4.73,4.72,9,42.57,False
857,91057,321,60,579,3,2010-10-04,2010-10-09,0.04,8.33,0.33,8.0,1.99,11,88.0,False
858,91058,322,537,580,3,2013-02-11,2013-02-12,0.03,31.74,0.95,30.79,12.62,8,246.32,False
859,91524,324,220,262,3,2011-08-09,2011-08-10,0.0,3.58,0.0,3.58,5.47,9,32.22,False
860,91525,324,116,262,3,2011-11-01,2011-11-02,0.01,10.23,0.1,10.13,4.68,39,395.07,False
861,91526,324,328,262,2,2012-06-22,2012-06-22,0.01,195.99,1.96,194.03,3.99,5,970.15,False
862,91527,324,825,262,1,2012-11-19,2012-11-26,0.0,306.14,0.0,306.14,26.53,41,12551.74,False
863,91528,324,115,262,3,2013-12-03,2013-12-05,0.02,12.98,0.26,12.72,3.14,25,318.0,False
864,90973,326,252,5,3,2010-12-09,2010-12-10,0.06,7.99,0.48,7.51,5.03,4,30.04,False
865,90974,326,636,5,3,2011-04-01,2011-04-08,0.08,51.75,4.14,47.61,19.99,5,238.05,False
866,87283,337,1002,1626,3,2013-10-14,2013-10-19,0.09,5.68,0.51,5.17,1.39,5,25.85,False
867,90974,326,892,5,3,2011-04-01,2011-04-03,0.1,55.29,5.53,49.76,5.08,4,199.04,False
868,90976,326,815,5,1,2013-08-28,2013-08-30,0.08,130.98,10.48,120.5,30.0,14,1687.0,False
869,90975,327,60,318,3,2011-09-25,2011-09-27,0.02,8.33,0.17,8.16,1.99,10,81.6,False
870,90975,327,727,318,3,2011-09-25,2011-09-26,0.0,30.98,0.0,30.98,6.5,5,154.9,False
871,90975,327,946,318,2,2011-09-25,2011-09-26,0.06,22.98,1.38,21.6,7.58,21,453.6,False
872,89726,329,605,547,1,2010-04-14,2010-04-15,0.06,296.18,17.77,278.41,54.12,5,1392.05,False
873,89727,330,24,551,3,2012-10-25,2012-10-27,0.1,205.99,20.6,185.39,5.99,20,3707.8,False
874,89726,331,99,729,2,2010-04-14,2010-04-16,0.01,29.1,0.29,28.81,4.0,8,230.48,False
875,89727,332,244,765,3,2012-10-25,2012-10-27,0.05,59.98,3.0,56.98,3.99,18,1025.64,False
876,89728,333,315,1046,3,2013-08-28,2013-08-28,0.09,199.99,18.0,181.99,24.49,24,4367.76,False
877,87277,335,909,1623,3,2010-05-04,2010-05-05,0.06,276.2,16.57,259.63,24.49,14,3634.82,False
878,87277,335,399,1623,3,2010-05-04,2010-05-04,0.09,6.28,0.57,5.71,5.29,1,5.71,False
879,87278,336,560,1624,1,2011-09-05,2011-09-07,0.1,25.98,2.6,23.38,14.36,21,490.98,False
880,87278,336,180,1624,3,2011-09-05,2011-09-05,0.09,4.13,0.37,3.76,0.99,5,18.8,False
881,87278,336,62,1624,3,2011-09-05,2011-09-05,0.0,125.99,0.0,125.99,5.63,10,1259.9,False
882,87279,336,853,1624,3,2012-08-09,2012-08-12,0.06,2.16,0.13,2.03,6.05,8,16.24,False
883,87280,336,557,1624,1,2012-10-02,2012-10-04,0.08,200.98,16.08,184.9,23.76,20,3698.0,False
884,87280,336,830,1624,1,2012-10-02,2012-10-03,0.06,810.98,48.66,762.32,16.06,10,7623.2,False
885,87280,336,1019,1624,3,2012-10-02,2012-10-02,0.06,4.71,0.28,4.43,0.7,15,66.45,False
886,87281,336,89,1624,3,2012-12-02,2012-12-03,0.02,35.99,0.72,35.27,5.99,16,564.32,False
887,87282,337,581,1626,1,2013-08-09,2013-08-10,0.09,400.97,36.09,364.88,48.26,15,5473.2,False
888,90583,339,626,927,3,2010-09-17,2010-09-18,0.08,7.77,0.62,7.15,9.23,5,35.75,False
889,90583,339,745,927,3,2010-09-17,2010-09-19,0.07,7.59,0.53,7.06,4.0,15,105.9,False
890,90584,339,288,927,3,2011-04-22,2011-04-24,0.08,3.25,0.26,2.99,49.0,12,35.88,False
891,90585,339,1167,927,3,2011-12-12,2011-12-12,0.09,4.98,0.45,4.53,7.44,5,22.65,False
892,90586,339,91,927,3,2013-04-29,2013-05-01,0.0,85.99,0.0,85.99,1.25,8,687.92,False
893,90587,340,1197,928,3,2013-12-06,2013-12-07,0.08,5.78,0.46,5.32,7.96,1,5.32,False
894,88155,341,1029,515,3,2013-10-28,2013-11-04,0.02,65.99,1.32,64.67,4.99,14,905.38,False
895,3332,342,214,1144,3,2010-11-04,2010-11-06,0.01,3.26,0.03,3.23,1.86,20,64.6,False
896,32292,342,13,1144,3,2013-02-15,2013-02-22,0.04,115.99,4.64,111.35,5.99,49,5456.15,False
897,32292,342,778,1144,3,2013-02-15,2013-02-17,0.07,11.55,0.81,10.74,2.36,1,10.74,False
898,51620,342,1051,1144,3,2013-03-08,2013-03-09,0.03,13.48,0.4,13.08,4.51,12,156.96,False
899,33959,342,151,1144,1,2013-07-31,2013-08-01,0.03,15.23,0.46,14.77,27.75,32,472.64,False
900,38912,342,134,1144,3,2013-10-28,2013-10-30,0.01,152.48,1.52,150.96,4.0,97,14643.12,False
901,38912,342,1029,1144,3,2013-10-28,2013-11-04,0.02,65.99,1.32,64.67,4.99,55,3556.85,False
902,88151,343,151,540,1,2010-07-31,2010-08-01,0.03,15.23,0.46,14.77,27.75,7,103.39,False
903,88152,344,214,545,3,2010-11-04,2010-11-06,0.01,3.26,0.03,3.23,1.86,5,16.15,False
904,88153,345,13,733,3,2013-02-15,2013-02-22,0.04,115.99,4.64,111.35,5.99,12,1336.2,False
905,88154,346,1051,735,3,2013-03-08,2013-03-09,0.03,13.48,0.4,13.08,4.51,3,39.24,False
906,88155,347,134,752,3,2013-10-28,2013-10-30,0.01,152.48,1.52,150.96,4.0,24,3623.04,False
907,88153,348,778,1038,3,2013-02-15,2013-02-17,0.07,11.55,0.81,10.74,2.36,1,10.74,False
908,17446,349,119,1140,2,2010-06-09,2010-06-11,0.0,8.34,0.0,8.34,2.64,23,191.82,False
909,11527,349,539,1140,3,2010-07-02,2010-07-04,0.04,99.23,3.97,95.26,8.99,54,5144.04,False
910,40643,349,852,1140,3,2012-04-05,2012-04-07,0.05,11.58,0.58,11.0,5.72,26,286.0,False
911,4769,349,179,1140,3,2012-04-13,2012-04-14,0.01,2.88,0.03,2.85,0.5,46,131.1,False
912,37414,349,330,1140,1,2012-09-09,2012-09-11,0.09,550.98,49.59,501.39,64.59,76,38105.64,True
913,15264,349,485,1140,3,2012-11-17,2012-11-19,0.07,1270.99,88.97,1182.02,19.99,10,11820.2,False
914,15264,349,941,1140,3,2012-11-17,2012-11-17,0.07,7.31,0.51,6.8,0.49,44,299.2,False
915,47265,349,1217,1140,3,2012-12-10,2012-12-11,0.02,5.98,0.12,5.86,5.46,62,363.32,True
916,88688,350,179,909,3,2012-04-13,2012-04-14,0.01,2.88,0.03,2.85,0.5,11,31.35,False
917,88685,351,119,910,2,2010-06-09,2010-06-11,0.0,8.34,0.0,8.34,2.64,6,50.04,False
918,88686,351,539,910,3,2010-07-02,2010-07-04,0.04,99.23,3.97,95.26,8.99,14,1333.64,False
919,88687,351,852,910,3,2012-04-05,2012-04-07,0.05,11.58,0.58,11.0,5.72,6,66.0,False
920,88689,351,330,910,1,2012-09-09,2012-09-11,0.09,550.98,49.59,501.39,64.59,19,9526.41,False
921,88690,351,485,910,3,2012-11-17,2012-11-19,0.07,1270.99,88.97,1182.02,19.99,3,3546.06,False
922,88690,351,941,910,3,2012-11-17,2012-11-17,0.07,7.31,0.51,6.8,0.49,11,74.8,False
923,88691,351,1217,910,3,2012-12-10,2012-12-11,0.02,5.98,0.12,5.86,5.46,16,93.76,False
924,89647,353,746,1390,2,2010-05-14,2010-05-14,0.08,4.89,0.39,4.5,4.93,17,76.5,False
925,89647,353,1151,1390,3,2010-05-14,2010-05-21,0.07,6.68,0.47,6.21,6.92,16,99.36,False
926,89648,354,501,1391,2,2011-10-03,2011-10-07,0.07,10.98,0.77,10.21,3.37,17,173.57,False
927,89650,354,475,1391,3,2012-10-09,2012-10-11,0.1,67.84,6.78,61.06,0.99,19,1160.14,False
928,89651,354,1070,1391,2,2013-04-15,2013-04-16,0.02,4.76,0.1,4.66,3.01,7,32.62,False
929,89652,354,1037,1391,3,2013-05-26,2013-05-28,0.1,40.98,4.1,36.88,6.5,13,479.44,False
930,89649,355,580,1392,1,2011-11-26,2011-11-27,0.05,500.98,25.05,475.93,28.14,29,13801.97,False
931,89653,355,705,1392,3,2013-11-12,2013-11-13,0.07,2.08,0.15,1.93,2.56,44,84.92,False
932,91131,357,254,1392,1,2010-11-24,2010-11-25,0.07,124.49,8.71,115.78,51.94,14,1620.92,False
933,91133,357,230,1392,3,2011-07-03,2011-07-04,0.06,1.26,0.08,1.18,0.7,1,1.18,False
934,91133,357,324,1392,3,2011-07-03,2011-07-04,0.04,80.98,3.24,77.74,35.0,11,855.14,False
935,91133,357,63,1392,3,2011-07-03,2011-07-03,0.07,65.99,4.62,61.37,5.26,2,122.74,False
936,91134,357,1099,1392,2,2012-11-18,2012-11-20,0.06,22.24,1.33,20.91,1.99,15,313.65,False
937,91136,357,325,1392,3,2013-08-26,2013-08-28,0.08,110.98,8.88,102.1,35.0,5,510.5,False
938,91130,358,736,997,3,2010-01-09,2010-01-16,0.04,125.99,5.04,120.95,8.99,1,120.95,False
939,91132,358,151,997,1,2011-02-26,2011-02-28,0.05,15.23,0.76,14.47,27.75,5,72.35,False
940,91135,358,1036,997,2,2013-05-07,2013-05-09,0.09,65.99,5.94,60.05,8.99,14,840.7,False
941,91137,358,1246,997,3,2013-10-23,2013-10-25,0.01,6.48,0.06,6.42,7.49,4,25.68,False
942,87348,360,1151,1438,3,2011-01-01,2011-01-03,0.01,6.68,0.07,6.61,6.92,11,72.71,False
943,87351,360,289,1438,1,2012-03-10,2012-03-12,0.02,348.21,6.96,341.25,40.19,13,4436.25,False
944,87352,360,894,1438,3,2012-12-05,2012-12-06,0.0,4.98,0.0,4.98,0.8,7,34.86,False
945,87353,360,643,1438,3,2013-01-07,2013-01-11,0.05,65.99,3.3,62.69,5.99,9,564.21,False
946,87350,361,1092,540,3,2011-10-07,2011-10-09,0.08,125.99,10.08,115.91,4.2,11,1275.01,False
947,87355,362,1029,546,2,2013-05-13,2013-05-14,0.04,65.99,2.64,63.35,4.99,15,950.25,False
948,87349,363,605,757,1,2011-03-25,2011-03-27,0.02,296.18,5.92,290.26,54.12,6,1741.56,False
949,87355,365,1092,1026,3,2013-05-13,2013-05-15,0.02,125.99,2.52,123.47,4.2,12,1481.64,False
950,87354,367,613,1039,1,2013-04-09,2013-04-12,0.08,70.98,5.68,65.3,46.74,12,783.6,False
951,90292,369,459,1483,2,2010-10-11,2010-10-13,0.09,19.23,1.73,17.5,6.15,21,367.5,False
952,87355,364,546,785,1,2013-05-13,2013-05-15,0.01,284.98,2.85,282.13,69.55,2,564.26,False
953,87347,366,930,1028,1,2010-01-17,2010-01-19,0.05,328.14,16.41,311.73,91.05,6,1870.38,False
954,90294,369,906,1483,3,2013-03-03,2013-03-05,0.04,110.98,4.44,106.54,13.99,11,1171.94,False
955,90294,369,1198,1483,3,2013-03-03,2013-03-05,0.0,4.98,0.0,4.98,7.54,1,4.98,False
956,90294,369,338,1483,3,2013-03-03,2013-03-03,0.09,1.81,0.16,1.65,1.56,6,9.9,False
957,90295,369,918,1483,1,2013-08-14,2013-08-16,0.04,70.98,2.84,68.14,26.85,23,1567.22,False
958,90295,369,1146,1483,3,2013-08-14,2013-08-15,0.03,40.99,1.23,39.76,17.48,16,636.16,False
959,90291,370,11,544,3,2010-05-27,2010-05-29,0.02,20.99,0.42,20.57,4.81,15,308.55,False
960,90291,371,32,629,2,2010-05-27,2010-05-29,0.05,5.4,0.27,5.13,7.78,9,46.17,False
961,90293,372,796,652,3,2012-10-18,2012-10-20,0.0,3.28,0.0,3.28,3.97,23,75.44,False
962,24193,373,839,187,1,2010-03-14,2010-03-16,0.02,200.98,4.02,196.96,55.96,45,8863.2,False
963,24193,373,1205,187,3,2010-03-14,2010-03-15,0.02,4.28,0.09,4.19,5.17,24,100.56,False
964,24193,373,88,187,3,2010-03-14,2010-03-16,0.04,85.99,3.44,82.55,0.99,19,1568.45,False
965,16422,373,1253,187,3,2012-10-09,2012-10-10,0.01,6.48,0.06,6.42,5.14,79,507.18,False
966,16422,373,116,187,3,2012-10-09,2012-10-11,0.02,10.23,0.2,10.03,4.68,32,320.96,False
967,26214,373,5,187,2,2012-11-20,2012-11-21,0.1,15.74,1.57,14.17,1.39,65,921.05,False
968,26214,373,635,187,3,2012-11-20,2012-11-21,0.08,46.94,3.76,43.18,6.77,139,6002.02,False
969,24993,373,79,187,3,2013-03-11,2013-03-13,0.09,55.99,5.04,50.95,2.5,36,1834.2,False
970,90919,374,1253,1343,3,2012-10-09,2012-10-10,0.01,6.48,0.06,6.42,5.14,20,128.4,False
971,90919,374,116,1343,3,2012-10-09,2012-10-11,0.02,10.23,0.2,10.03,4.68,8,80.24,False
972,90917,375,839,1344,1,2010-03-14,2010-03-16,0.02,200.98,4.02,196.96,55.96,11,2166.56,False
973,90917,375,1205,1344,3,2010-03-14,2010-03-15,0.02,4.28,0.09,4.19,5.17,6,25.14,False
974,90918,375,79,1344,3,2011-03-11,2011-03-13,0.09,55.99,5.04,50.95,2.5,9,458.55,False
975,90920,375,5,1344,2,2012-11-20,2012-11-21,0.1,15.74,1.57,14.17,1.39,16,226.72,False
976,90920,375,635,1344,3,2012-11-20,2012-11-21,0.08,46.94,3.76,43.18,6.77,35,1511.3,False
977,90921,375,88,1344,3,2013-03-14,2013-03-16,0.04,85.99,3.44,82.55,0.99,5,412.75,False
978,89579,377,31,5,3,2010-10-17,2010-10-17,0.03,25.98,0.78,25.2,5.37,17,428.4,False
979,89580,377,990,5,2,2012-05-17,2012-05-18,0.08,1.88,0.15,1.73,1.49,2,3.46,False
980,89580,377,1156,5,2,2012-05-17,2012-05-18,0.1,6.48,0.65,5.83,5.86,16,93.28,False
981,89580,378,731,6,2,2012-05-17,2012-05-18,0.08,102.3,8.18,94.12,21.26,14,1317.68,False
982,89580,378,1245,6,3,2012-05-17,2012-05-18,0.07,6.48,0.45,6.03,8.19,16,96.48,False
983,89580,378,897,6,3,2012-05-17,2012-05-19,0.01,1.89,0.02,1.87,0.76,18,33.66,False
984,89581,378,92,6,3,2012-05-30,2012-05-31,0.02,35.99,0.72,35.27,3.3,13,458.51,False
985,89582,378,68,6,2,2013-02-06,2013-02-08,0.07,85.99,6.02,79.97,2.5,4,319.88,False
986,88931,380,414,7,3,2011-07-31,2011-07-31,0.1,9.65,0.97,8.69,6.22,15,130.35,False
987,88932,380,129,7,3,2011-11-07,2011-11-08,0.05,5.88,0.29,5.59,3.04,19,106.21,False
988,88938,380,411,7,3,2013-06-27,2013-06-28,0.03,41.47,1.24,40.23,34.2,18,724.14,False
989,88938,380,871,7,3,2013-06-27,2013-06-28,0.01,2.78,0.03,2.75,1.2,2,5.5,False
990,88938,380,1031,7,2,2013-06-27,2013-06-29,0.07,155.99,10.92,145.07,3.9,18,2611.26,False
991,88939,380,935,7,1,2013-10-23,2013-10-25,0.09,170.98,15.39,155.59,60.49,18,2800.62,False
992,88933,381,781,8,3,2012-01-10,2012-01-10,0.07,5.84,0.41,5.43,1.2,11,59.73,False
993,88936,381,154,8,3,2012-07-31,2012-08-02,0.06,5.18,0.31,4.87,2.04,7,34.09,False
994,88936,381,500,8,3,2012-07-31,2012-08-01,0.04,17.24,0.69,16.55,3.26,6,99.3,False
995,88929,381,375,8,3,2010-05-01,2010-05-01,0.07,415.88,29.11,386.77,11.37,1,386.77,False
996,88933,381,286,8,1,2012-01-10,2012-01-12,0.07,218.75,15.31,203.44,69.64,8,1627.52,False
997,88935,381,651,8,3,2012-07-21,2012-07-23,0.0,11.5,0.0,11.5,7.19,1,11.5,False
998,88937,381,1048,8,2,2012-11-19,2012-11-20,0.04,107.53,4.3,103.23,5.81,10,1032.3,False
999,88930,382,874,9,3,2011-05-25,2011-05-25,0.0,20.98,0.0,20.98,8.83,1,20.98,False
1000,88930,382,234,9,1,2011-05-25,2011-05-27,0.01,100.8,1.01,99.79,60.0,7,698.53,False
1001,88934,382,754,9,3,2012-01-28,2012-01-28,0.09,28.48,2.56,25.92,1.99,3,77.76,False
1002,88934,382,422,9,3,2012-01-28,2012-01-30,0.06,4.14,0.25,3.89,6.6,7,27.23,False
1003,88928,383,877,989,3,2010-03-19,2010-03-19,0.06,5.34,0.32,5.02,5.63,7,35.14,False
1004,88928,383,63,989,2,2010-03-19,2010-03-21,0.07,65.99,4.62,61.37,5.26,5,306.85,False
1005,88931,383,531,989,3,2011-07-31,2011-08-01,0.04,24.92,1.0,23.92,12.98,6,143.52,False
1006,90342,385,484,298,3,2011-12-07,2011-12-08,0.08,387.99,31.04,356.95,19.99,1,356.95,False
1007,90346,385,1080,298,3,2013-01-21,2013-01-21,0.0,90.48,0.0,90.48,19.99,4,361.92,False
1008,90342,386,27,300,3,2011-12-07,2011-12-09,0.04,6.6,0.26,6.34,4.07,8,50.72,False
1009,90342,386,1178,300,3,2011-12-07,2011-12-09,0.03,55.98,1.68,54.3,5.15,18,977.4,False
1010,90343,386,30,300,3,2011-12-14,2011-12-14,0.05,3.7,0.19,3.52,1.61,15,52.8,False
1011,90350,386,684,300,3,2013-09-02,2013-09-03,0.02,4.77,0.1,4.67,2.39,13,60.71,False
1012,90350,386,501,300,3,2013-09-02,2013-09-02,0.1,10.98,1.1,9.88,3.37,24,237.12,False
1013,86383,392,476,271,3,2010-03-05,2010-03-07,0.02,34.98,0.7,34.28,7.53,1,34.28,False
1014,86383,392,1043,271,3,2010-03-05,2010-03-08,0.01,19.99,0.2,19.79,11.17,2,39.58,False
1015,90339,387,518,301,2,2010-12-12,2010-12-14,0.1,8.88,0.89,7.99,6.28,15,119.85,False
1016,90340,387,59,301,3,2011-05-10,2011-05-12,0.03,39.48,1.18,38.3,1.99,14,536.2,False
1017,90340,387,1109,301,3,2011-05-10,2011-05-10,0.06,3.71,0.22,3.49,1.93,14,48.86,False
1018,90343,387,208,301,2,2011-12-14,2011-12-14,0.07,22.38,1.57,20.81,15.1,19,395.39,False
1019,90343,387,237,301,3,2011-12-14,2011-12-16,0.06,19.98,1.2,18.78,4.0,21,394.38,False
1020,90343,387,11,301,3,2011-12-14,2011-12-15,0.01,20.99,0.21,20.78,4.81,1,20.78,False
1021,90337,388,1255,303,3,2010-01-03,2010-01-05,0.03,5.28,0.16,5.12,5.66,4,20.48,False
1022,90337,388,1028,303,3,2010-01-03,2010-01-06,0.01,110.99,1.11,109.88,2.5,2,219.76,False
1023,90344,388,614,303,1,2012-03-15,2012-03-16,0.01,216.6,2.17,214.43,64.2,12,2573.16,False
1024,90345,388,199,303,3,2012-03-30,2012-03-31,0.02,3.15,0.06,3.09,0.5,2,6.18,False
1025,90348,388,723,303,3,2013-04-22,2013-04-25,0.04,29.99,1.2,28.79,5.5,1,28.79,False
1026,90348,388,730,303,3,2013-04-22,2013-04-24,0.0,19.94,0.0,19.94,14.87,5,99.7,False
1027,90351,388,850,303,2,2013-09-24,2013-09-24,0.08,15.57,1.25,14.32,1.39,1,14.32,False
1028,90338,389,817,305,1,2010-02-06,2010-02-10,0.03,160.98,4.83,156.15,30.0,11,1717.65,False
1029,90341,389,532,305,3,2011-07-19,2011-07-22,0.08,122.99,9.84,113.15,19.99,13,1470.95,False
1030,90347,389,1010,305,3,2013-02-06,2013-02-10,0.03,65.99,1.98,64.01,3.99,6,384.06,False
1031,90349,389,591,305,3,2013-07-19,2013-07-21,0.01,14.42,0.14,14.28,6.75,1,14.28,False
1032,86387,391,553,179,1,2011-11-09,2011-11-09,0.0,122.99,0.0,122.99,70.2,25,3074.75,False
1033,86388,391,1030,179,3,2011-12-24,2011-12-26,0.01,195.99,1.96,194.03,8.99,7,1358.21,False
1034,86395,391,1183,179,3,2013-08-19,2013-08-21,0.05,18.97,0.95,18.02,9.54,15,270.3,False
1035,86396,391,1159,179,3,2013-09-04,2013-09-05,0.01,12.28,0.12,12.16,5.09,13,158.08,False
1036,90352,389,876,305,3,2013-10-13,2013-10-14,0.05,4.91,0.25,4.66,4.97,19,88.54,False
1037,86395,391,1255,179,3,2013-08-19,2013-08-20,0.01,5.28,0.05,5.23,5.66,20,104.6,False
1038,86391,392,967,271,3,2013-03-05,2013-03-07,0.02,19.98,0.4,19.58,8.68,2,39.16,False
1039,86382,393,499,839,3,2010-02-15,2010-02-22,0.07,9.71,0.68,9.03,9.45,3,27.09,False
1040,86385,393,845,839,1,2011-01-20,2011-01-21,0.09,264.98,23.85,241.13,17.86,1,241.13,False
1041,86386,393,539,839,2,2011-05-14,2011-05-15,0.04,99.23,3.97,95.26,8.99,13,1238.38,False
1042,86390,393,91,839,3,2012-04-28,2012-04-28,0.04,85.99,3.44,82.55,1.25,1,82.55,False
1043,86393,393,600,839,1,2013-04-30,2013-05-01,0.01,320.98,3.21,317.77,58.95,1,317.77,False
1044,86394,393,193,839,3,2013-07-02,2013-07-03,0.04,6.3,0.25,6.05,0.5,7,42.35,False
1045,86389,394,627,841,3,2012-02-10,2012-02-10,0.02,4.48,0.09,4.39,49.0,7,30.73,False
1046,86391,394,48,841,2,2013-03-05,2013-03-05,0.01,65.99,0.66,65.33,8.8,9,587.97,False
1047,86392,394,693,841,3,2013-04-29,2013-05-01,0.09,20.48,1.84,18.64,6.32,2,37.28,False
1048,86384,395,722,1267,3,2010-12-18,2010-12-19,0.04,15.98,0.64,15.34,4.0,4,61.36,False
1049,86384,395,1173,1267,3,2010-12-18,2010-12-20,0.06,22.84,1.37,21.47,5.47,20,429.4,False
1050,86396,395,899,1267,1,2013-09-04,2013-09-06,0.07,286.85,20.08,266.77,61.76,23,6135.71,False
1051,89319,397,706,928,3,2010-02-02,2010-02-03,0.1,154.13,15.41,138.72,69.0,8,1109.76,False
1052,89323,397,647,928,3,2012-08-11,2012-08-13,0.01,205.99,2.06,203.93,5.26,6,1223.58,False
1053,89324,397,887,928,3,2013-05-25,2013-05-27,0.1,8.95,0.9,8.06,2.01,2,16.12,False
1054,89320,398,637,929,3,2010-11-23,2010-11-25,0.05,63.94,3.2,60.74,14.48,31,1882.94,False
1055,89322,398,478,929,3,2012-07-23,2012-07-25,0.07,30.42,2.13,28.29,8.65,7,198.03,False
1056,89641,408,116,429,3,2012-04-02,2012-04-04,0.05,10.23,0.51,9.72,4.68,13,126.36,False
1057,89324,398,892,929,3,2013-05-25,2013-05-27,0.04,55.29,2.21,53.08,5.08,11,583.88,False
1058,89324,398,331,929,1,2013-05-25,2013-05-27,0.1,550.98,55.1,495.88,45.7,6,2975.28,False
1059,89325,398,749,929,3,2013-10-15,2013-10-15,0.06,17.48,1.05,16.43,1.99,16,262.88,False
1060,89326,398,947,929,2,2013-11-23,2013-11-25,0.0,17.78,0.0,17.78,5.03,35,622.3,False
1061,89321,399,905,930,3,2012-03-19,2012-03-20,0.02,3.74,0.07,3.67,0.94,10,36.7,False
1062,89325,399,1185,930,2,2013-10-15,2013-10-17,0.06,54.96,3.3,51.66,10.75,17,878.22,False
1063,87805,401,301,1457,1,2011-04-03,2011-04-03,0.03,150.98,4.53,146.45,66.27,12,1757.4,False
1064,87806,401,1157,1457,3,2012-09-22,2012-09-23,0.04,6.48,0.26,6.22,9.54,17,105.74,False
1065,87806,401,367,1457,2,2012-09-22,2012-09-22,0.09,15.42,1.39,14.03,10.68,16,224.48,False
1066,87807,402,1226,1458,3,2012-10-01,2012-10-01,0.1,6.48,0.65,5.83,9.68,8,46.64,False
1067,87807,402,91,1458,3,2012-10-01,2012-10-03,0.06,85.99,5.16,80.83,1.25,10,808.3,False
1068,87808,402,903,1458,3,2013-01-22,2013-01-23,0.08,2.08,0.17,1.91,1.49,1,1.91,False
1069,87810,402,263,1458,3,2013-09-27,2013-10-04,0.07,5.74,0.4,5.34,5.01,3,16.02,False
1070,87810,402,756,1458,2,2013-09-27,2013-10-04,0.01,43.98,0.44,43.54,1.99,19,827.26,False
1071,87805,403,637,540,3,2011-04-03,2011-04-08,0.09,63.94,5.75,58.19,14.48,8,465.52,False
1072,87809,404,747,549,3,2013-03-28,2013-03-29,0.06,28.38,1.7,26.68,1.99,8,213.44,False
1073,87810,404,435,549,2,2013-09-27,2013-10-02,0.09,95.46,8.59,86.87,18.13,14,1216.18,False
1074,87809,405,642,727,3,2013-03-28,2013-03-29,0.0,11.66,0.0,11.66,7.95,5,58.3,False
1075,87804,406,894,822,3,2010-05-21,2010-05-22,0.03,4.98,0.15,4.83,0.8,15,72.45,False
1076,89639,408,264,429,3,2010-11-02,2010-11-06,0.07,29.17,2.04,27.13,6.27,14,379.82,False
1077,89641,408,624,429,3,2012-04-02,2012-04-04,0.07,3.48,0.24,3.24,49.0,4,12.96,False
1078,89641,408,209,429,3,2012-04-02,2012-04-04,0.07,5.98,0.42,5.56,1.49,1,5.56,False
1079,89642,408,830,429,1,2013-09-23,2013-09-25,0.09,810.98,72.99,737.99,16.06,2,1475.98,False
1080,89640,409,634,430,2,2011-02-15,2011-02-17,0.03,78.69,2.36,76.33,19.99,2,152.66,False
1081,87905,411,632,1483,2,2010-05-04,2010-05-07,0.05,178.47,8.92,169.55,19.99,9,1525.95,False
1082,87906,412,158,540,3,2011-05-14,2011-05-15,0.05,5.28,0.26,5.02,5.06,13,65.26,False
1083,87907,413,385,545,1,2011-06-01,2011-06-08,0.0,500.98,0.0,500.98,41.44,14,7013.72,False
1084,87907,414,595,768,3,2011-06-01,2011-06-03,0.03,34.76,1.04,33.72,5.49,8,269.76,False
1085,87906,415,663,775,3,2011-05-14,2011-05-15,0.09,35.77,3.22,32.55,9.02,9,292.95,False
1086,87704,417,570,1516,3,2012-03-16,2012-03-16,0.1,15.7,1.57,14.13,11.25,7,98.91,False
1087,87705,417,801,1516,2,2012-08-04,2012-08-06,0.02,2.94,0.06,2.88,0.96,20,57.6,False
1088,87705,417,157,1516,3,2012-08-04,2012-08-05,0.07,1.81,0.13,1.68,0.75,3,5.04,False
1089,87707,417,190,1516,3,2013-07-20,2013-07-27,0.01,4.13,0.04,4.09,0.5,7,28.63,False
1090,87707,417,732,1516,3,2013-07-20,2013-07-29,0.04,209.84,8.39,201.45,21.21,4,805.8,False
1091,87708,417,320,1516,3,2013-08-14,2013-08-16,0.04,3.36,0.13,3.23,6.27,3,9.69,False
1092,87701,418,122,1517,3,2011-01-17,2011-01-18,0.04,13.9,0.56,13.34,7.59,10,133.4,False
1093,87702,418,825,1517,1,2011-05-13,2011-05-20,0.04,306.14,12.25,293.89,26.53,9,2645.01,False
1094,87702,418,1204,1517,3,2011-05-13,2011-05-17,0.0,30.98,0.0,30.98,17.08,15,464.7,False
1095,87703,418,1166,1517,3,2011-10-10,2011-10-15,0.03,5.98,0.18,5.8,7.5,4,23.2,False
1096,87701,419,349,676,3,2011-01-17,2011-01-18,0.08,3.28,0.26,3.02,0.98,7,21.14,False
1097,87706,420,914,728,2,2012-08-24,2012-08-26,0.07,95.99,6.72,89.27,35.0,16,1428.32,False
1098,87709,422,798,778,3,2013-10-10,2013-10-14,0.08,2.78,0.22,2.56,0.97,1,2.56,False
1099,87703,423,490,824,3,2011-10-10,2011-10-14,0.04,60.22,2.41,57.81,3.5,22,1271.82,False
1100,87700,421,862,761,3,2010-02-06,2010-02-08,0.09,999.99,90.0,909.99,13.99,1,909.99,False
