region_id,region,state_or_province,city,postal_code,total_revenue,total_customers,revenue_per_customer,total_orders,order_value,return_rate,avg_order_value
330,Central,Oklahoma,Ponca City,74601,3468.94,2,1734.47,4,,0.0,867.24
331,Central,Oklahoma,Shawnee,74801,5108.02,1,5108.02,4,,0.0,1277.01
332,Central,Oklahoma,Stillwater,74074,15706.8,1,15706.8,4,,0.0,3926.7
333,Central,Oklahoma,Tulsa,74133,3108.1,1,3108.1,4,,0.0,777.03
334,Central,South Dakota,Aberdeen,57401,4990.23,1,4990.23,5,,0.0,998.05
335,Central,South Dakota,Brookings,57006,7383.38,1,7383.38,5,,0.0,1476.68
336,Central,South Dakota,Rapid City,57701,12570.47,1,12570.47,5,,0.0,2514.09
337,Central,South Dakota,Sioux Falls,57103,1012.81,1,1012.81,6,,0.0,168.8
338,Central,South Dakota,Watertown,57201,7551.34,1,7551.34,2,,0.0,3775.67
339,Central,Texas,Abilene,79605,4074.96,1,4074.96,4,,0.0,1018.74
340,Central,Texas,Allen,75002,1292.58,1,1292.58,4,,0.0,323.15
341,Central,Texas,Amarillo,79109,2446.79,2,1223.4,4,,0.0,611.7
342,Central,Texas,Arlington,76017,5363.62,1,5363.62,3,,0.0,1787.87
343,Central,Texas,Austin,78745,2212.79,1,2212.79,4,,0.0,553.2
344,Central,Texas,Baytown,77520,3390.9,1,3390.9,3,,0.0,1130.3
345,Central,Texas,Beaumont,77705,652.64,1,652.64,6,,0.0,108.77
346,Central,Texas,Bedford,76021,4539.75,1,4539.75,4,,0.0,1134.94
347,Central,Texas,Brownsville,78521,1692.51,1,1692.51,6,,0.0,282.09
348,Central,Texas,Bryan,77803,1010.64,1,1010.64,4,,0.0,252.66
349,Central,Texas,Burleson,76028,4842.11,3,1614.04,5,,0.0,968.42
350,Central,Texas,Carrollton,75007,9823.53,1,9823.53,5,,0.0,1964.71
351,Central,Texas,Cedar Hill,75104,6557.37,1,6557.37,4,,0.0,1639.34
352,Central,Texas,Cedar Park,78613,3673.42,2,1836.71,3,,0.0,1224.47
353,Central,Texas,Channelview,77530,475.22,1,475.22,5,,0.0,95.04
354,Central,Texas,Cleburne,76031,1875.06,2,937.53,2,,0.0,937.53
355,Central,Texas,Cloverleaf,77015,1875.71,2,937.86,4,,0.0,468.93
356,Central,Texas,College Station,77840,764.11,2,382.06,4,,0.0,191.03
357,Central,Texas,Conroe,77301,2837.69,1,2837.69,5,,0.0,567.54
358,Central,Texas,Coppell,75019,1398.12,2,699.06,5,,0.0,279.62
359,Central,Texas,Corpus Christi,78415,1773.36,1,1773.36,3,,0.0,591.12
360,Central,Texas,Corsicana,75109,17588.02,2,8794.01,4,,0.0,4397.01
361,Central,Texas,Dallas,75081,22760.82,1,22760.82,4,,0.0,5690.21
362,Central,Texas,Dallas,75203,30653.39,1,30653.39,5,,0.0,6130.68
363,Central,Texas,Dallas,75217,2356.32,1,2356.32,3,,0.0,785.44
364,Central,Texas,Dallas,75220,33043.03,1,33043.03,13,,30.77,2541.77
365,Central,Texas,Deer Park,77536,5999.37,2,2999.69,4,,0.0,1499.84
366,Central,Texas,Denton,76201,1368.73,1,1368.73,4,,0.0,342.18
367,Central,Texas,Duncanville,75116,1580.14,1,1580.14,4,,0.0,395.04
368,Central,Texas,Eagle Pass,78852,5084.98,1,5084.98,4,,0.0,1271.25
369,Central,Texas,Edinburg,78539,78.44,2,39.22,3,,0.0,26.15
370,Central,Texas,El Paso,79907,598.22,1,598.22,5,,0.0,119.64
371,Central,Texas,Euless,76039,3044.79,1,3044.79,3,,0.0,1014.93
372,Central,Texas,Farmers Branch,75234,2450.81,1,2450.81,4,,0.0,612.7
373,Central,Texas,Flower Mound,75028,2494.79,1,2494.79,4,,0.0,623.7
374,Central,Texas,Fort Worth,76106,789.22,2,394.61,5,,0.0,157.84
375,Central,Texas,Friendswood,77546,2354.41,3,784.8,7,,0.0,336.34
376,Central,Texas,Frisco,75034,790.87,1,790.87,3,,0.0,263.62
377,Central,Texas,Gainesville,76240,409.06,2,204.53,3,,0.0,136.35
378,Central,Texas,Garland,75043,82.7,1,82.7,2,,0.0,41.35
379,Central,Texas,Georgetown,78626,580.92,1,580.92,3,,0.0,193.64
380,Central,Texas,Grand Prairie,75051,4118.29,1,4118.29,3,,0.0,1372.76
381,Central,Texas,Grapevine,76051,763.62,2,381.81,2,,0.0,381.81
382,Central,Texas,Greenville,75401,14058.56,2,7029.28,3,,0.0,4686.19
383,Central,Texas,Haltom City,76117,3239.43,1,3239.43,6,,0.0,539.91
384,Central,Texas,Harker Heights,76543,1872.42,3,624.14,6,,0.0,312.07
385,Central,Texas,Harlingen,78550,2979.24,1,2979.24,3,,0.0,993.08
386,Central,Texas,Highland Village,75067,808.55,1,808.55,4,,0.0,202.14
387,Central,Texas,Houston,77036,12912.77,2,6456.39,4,,0.0,3228.19
388,Central,Texas,Houston,77041,17777.01,1,17777.01,4,,0.0,4444.25
389,Central,Texas,Houston,77070,70031.33,2,35015.67,12,,25.0,5835.94
390,Central,Texas,Houston,77095,18316.58,1,18316.58,5,,20.0,3663.32
391,Central,Texas,Huntsville,77340,2609.16,2,1304.58,4,,0.0,652.29
392,Central,Texas,Hurst,76053,5708.23,2,2854.12,5,,0.0,1141.65
393,Central,Texas,Irving,75061,3557.57,1,3557.57,5,,0.0,711.51
394,Central,Texas,Keller,76248,5693.29,1,5693.29,3,,0.0,1897.76
395,Central,Texas,Killeen,76541,2210.84,1,2210.84,5,,0.0,442.17
396,Central,Texas,Kingsville,78363,5233.73,1,5233.73,3,,0.0,1744.58
397,Central,Texas,La Porte,77571,355.92,1,355.92,2,,0.0,177.96
398,Central,Texas,Lake Jackson,77566,11867.52,2,5933.76,5,,0.0,2373.5
399,Central,Texas,Lancaster,75146,1632.92,1,1632.92,6,,0.0,272.15
400,Central,Texas,Laredo,78041,6790.61,1,6790.61,6,,0.0,1131.77
401,Central,Texas,League City,77573,523.89,2,261.95,3,,0.0,174.63
402,Central,Texas,Leander,78641,2709.12,2,1354.56,4,,0.0,677.28
403,Central,Texas,Lewisville,75057,2477.63,2,1238.82,3,,0.0,825.88
404,Central,Texas,Longview,75601,523.5,1,523.5,2,,0.0,261.75
405,Central,Texas,Lubbock,79424,3045.88,1,3045.88,6,,0.0,507.65
406,Central,Texas,Lufkin,75901,2214.46,1,2214.46,5,,0.0,442.89
407,Central,Texas,Mansfield,76063,3510.72,2,1755.36,5,,0.0,702.14
408,Central,Texas,Mcallen,78501,664.07,1,664.07,4,,0.0,166.02
409,Central,Texas,Mesquite,75150,7081.42,2,3540.71,6,,0.0,1180.24
410,Central,Texas,Midland,79701,1033.57,2,516.79,6,,0.0,172.26
411,Central,Texas,Mineral Wells,76067,3873.87,1,3873.87,4,,0.0,968.47
412,Central,Texas,Missouri City,77489,2334.17,1,2334.17,3,,0.0,778.06
413,Central,Texas,Odessa,79762,3380.68,2,1690.34,3,,0.0,1126.89
414,Central,Texas,Paris,75460,5578.64,1,5578.64,4,,0.0,1394.66
415,Central,Texas,Pasadena,77506,4781.4,2,2390.7,4,,0.0,1195.35
416,Central,Texas,Pearland,77581,30.77,1,30.77,2,,0.0,15.39
417,Central,Texas,Pflugerville,78660,7062.16,2,3531.08,4,,0.0,1765.54
418,Central,Texas,Pharr,78577,2620.67,2,1310.34,6,,0.0,436.78
419,Central,Texas,Plainview,79072,1629.17,1,1629.17,5,,0.0,325.83
420,Central,Texas,Plano,75023,1064.25,2,532.13,4,,0.0,266.06
421,Central,Texas,Port Arthur,77642,4238.85,2,2119.43,5,,0.0,847.77
422,Central,Texas,Richardson,75080,282.98,1,282.98,2,,0.0,141.49
423,Central,Texas,Rosenberg,77471,3420.36,1,3420.36,5,,0.0,684.07
424,Central,Texas,Round Rock,78664,918.43,1,918.43,4,,0.0,229.61
425,Central,Texas,Rowlett,75088,2819.52,2,1409.76,5,,0.0,563.9
426,Central,Texas,Saginaw,76131,704.58,2,352.29,3,,0.0,234.86
427,Central,Texas,San Angelo,76903,82.7,1,82.7,2,,0.0,41.35
428,Central,Texas,San Antonio,78207,3526.4,2,1763.2,4,,0.0,881.6
429,Central,Texas,San Juan,78589,7566.98,2,3783.49,4,,0.0,1891.75
430,Central,Texas,San Marcos,78666,573.8,2,286.9,6,,0.0,95.63
431,Central,Texas,Seguin,78155,7826.89,1,7826.89,4,,0.0,1956.72
432,Central,Texas,Sherman,75090,1351.81,1,1351.81,3,,0.0,450.6
433,Central,Texas,Spring,77373,2665.43,2,1332.72,4,,0.0,666.36
434,Central,Texas,Sugar Land,77478,512.45,1,512.45,1,,0.0,512.45
435,Central,Texas,Sulphur Springs,75482,4801.85,3,1600.62,11,,0.0,436.53
436,Central,Texas,Texarkana,75503,6948.93,1,6948.93,5,,0.0,1389.79
437,Central,Texas,Texas City,77590,3569.93,1,3569.93,3,,0.0,1189.98
438,Central,Texas,The Colony,75056,1692.33,1,1692.33,3,,0.0,564.11
439,Central,Texas,The Woodlands,77381,2032.5,1,2032.5,2,,0.0,1016.25
440,Central,Texas,Tyler,75701,12497.68,1,12497.68,2,,0.0,6248.84
441,Central,Texas,Victoria,77901,423.88,1,423.88,4,,0.0,105.97
442,Central,Texas,Waco,76706,4281.31,1,4281.31,6,,0.0,713.55
443,Central,Texas,Watauga,76148,2721.74,1,2721.74,5,,0.0,544.35
444,Central,Texas,Waxahachie,75165,9961.65,2,4980.83,4,,0.0,2490.41
445,Central,Texas,Weatherford,76086,1429.48,2,714.74,6,,0.0,238.25
446,Central,Texas,Weslaco,78596,7139.77,2,3569.89,7,,0.0,1019.97
447,Central,Texas,Wichita Falls,76308,1686.58,2,843.29,4,,0.0,421.65
448,Central,Texas,Wylie,75098,1548.98,2,774.49,4,,0.0,387.25
449,Central,Wisconsin,Appleton,54915,5532.43,2,2766.22,5,,0.0,1106.49
450,Central,Wisconsin,Brookfield,53005,310.11,2,155.06,2,,0.0,155.06
451,Central,Wisconsin,Cudahy,53110,4252.76,1,4252.76,2,,0.0,2126.38
452,Central,Wisconsin,Eau Claire,54703,1996.68,1,1996.68,3,,0.0,665.56
453,Central,Wisconsin,Fitchburg,53713,1694.18,1,1694.18,5,,0.0,338.84
454,Central,Wisconsin,Franklin,53132,16259.34,2,8129.67,3,,0.0,5419.78
455,Central,Wisconsin,Green Bay,54302,3406.89,1,3406.89,5,,0.0,681.38
456,Central,Wisconsin,Greenfield,53220,873.54,1,873.54,4,,0.0,218.39
457,Central,Wisconsin,Janesville,53545,3271.38,2,1635.69,5,,0.0,654.28
458,Central,Wisconsin,Kenosha,53142,708.32,2,354.16,3,,0.0,236.11
459,Central,Wisconsin,La Crosse,54601,1329.9,1,1329.9,2,,0.0,664.95
460,Central,Wisconsin,Madison,53711,9071.44,1,9071.44,5,,0.0,1814.29
461,Central,Wisconsin,Manitowoc,54220,1465.74,2,732.87,5,,0.0,293.15
462,Central,Wisconsin,Menomonee Falls,53051,4863.12,1,4863.12,3,,0.0,1621.04
463,Central,Wisconsin,Milwaukee,53209,5360.09,2,2680.05,6,,0.0,893.35
464,Central,Wisconsin,Muskego,53150,2882.1,4,720.53,9,,0.0,320.23
465,Central,Wisconsin,Neenah,54956,649.17,2,324.59,5,,0.0,129.83
466,Central,Wisconsin,New Berlin,53151,5658.73,1,5658.73,4,,0.0,1414.68
467,Central,Wisconsin,Oak Creek,53154,4100.16,2,2050.08,3,,0.0,1366.72
468,Central,Wisconsin,Oshkosh,54901,15152.74,1,15152.74,4,,0.0,3788.19
469,Central,Wisconsin,Racine,53402,11365.38,1,11365.38,2,,0.0,5682.69
470,Central,Wisconsin,Sheboygan,53081,270.24,2,135.12,3,,0.0,90.08
471,Central,Wisconsin,Stevens Point,54481,462.6,1,462.6,4,,0.0,115.65
472,Central,Wisconsin,Sun Prairie,53590,13875.83,2,6937.92,5,,0.0,2775.17
473,Central,Wisconsin,Superior,54880,2009.06,1,2009.06,3,,0.0,669.69
474,Central,Wisconsin,Watertown,53094,7102.05,2,3551.03,6,,0.0,1183.68
475,Central,Wisconsin,Waukesha,53186,1233.06,1,1233.06,3,,0.0,411.02
476,Central,Wisconsin,Wausau,54401,1211.33,2,605.67,5,,0.0,242.27
477,Central,Wisconsin,Wauwatosa,53213,11797.76,1,11797.76,4,,0.0,2949.44
478,Central,Wisconsin,West Allis,53214,4861.25,1,4861.25,2,,0.0,2430.63
479,Central,Wisconsin,West Bend,53095,5332.96,1,5332.96,4,,0.0,1333.24
480,East,Connecticut,Ansonia,6401,287.95,1,287.95,1,,0.0,287.95
481,East,Connecticut,Branford,6405,36.3,1,36.3,1,,0.0,36.3
482,East,Connecticut,Bridgeport,6607,685.65,1,685.65,1,,0.0,685.65
483,East,Connecticut,Bristol,6010,2121.44,6,353.57,6,,0.0,353.57
484,East,Connecticut,Cheshire,6408,465.71,2,232.86,2,,0.0,232.86
485,East,Connecticut,Colchester,6415,584.62,3,194.87,3,,0.0,194.87
486,East,Connecticut,Danbury,6810,563.04,1,563.04,1,,0.0,563.04
487,East,Connecticut,Darien,6820,285.89,1,285.89,1,,0.0,285.89
488,East,Connecticut,East Hartford,6108,5508.2,2,2754.1,2,,0.0,2754.1
489,East,Connecticut,East Haven,6512,2352.82,2,1176.41,2,,0.0,1176.41
490,East,Connecticut,Fairfield,6824,55.6,1,55.6,1,,0.0,55.6
491,East,Connecticut,Farmington,6030,667.28,1,667.28,1,,0.0,667.28
492,East,Connecticut,Glastonbury,6033,39.46,1,39.46,1,,0.0,39.46
493,East,Connecticut,Greenwich,6830,261.99,1,261.99,1,,0.0,261.99
494,East,Connecticut,Guilford,6437,182.63,1,182.63,1,,0.0,182.63
495,East,Connecticut,Hamden,6511,808.64,1,808.64,1,,0.0,808.64
496,East,Connecticut,Hartford,6105,108.0,1,108.0,1,,0.0,108.0
497,East,Connecticut,Hartford,6114,3.54,1,3.54,1,,0.0,3.54
498,East,Connecticut,Killingly Center,6241,120.65,1,120.65,1,,0.0,120.65
499,East,Connecticut,Madison,6443,774.0,1,774.0,1,,0.0,774.0
500,East,Connecticut,Manchester,6040,128.16,1,128.16,1,,0.0,128.16
501,East,Connecticut,Meriden,6450,4354.2,1,4354.2,1,,0.0,4354.2
502,East,Connecticut,Middletown,6457,92.82,1,92.82,1,,0.0,92.82
503,East,Connecticut,Milford,6460,486.75,1,486.75,1,,0.0,486.75
504,East,Connecticut,Naugatuck,6770,1474.16,4,368.54,4,,0.0,368.54
505,East,Connecticut,New Britain,6050,83.01,1,83.01,1,,0.0,83.01
506,East,Connecticut,New Haven,6510,41.52,1,41.52,1,,0.0,41.52
507,East,Connecticut,New London,6320,267.21,2,133.61,2,,0.0,133.61
508,East,Connecticut,New Milford,6776,432.23,2,216.12,2,,0.0,216.12
509,East,Connecticut,Newington,6111,94.01,3,31.34,3,,0.0,31.34
510,East,Connecticut,North Haven,6473,253.06,2,126.53,2,,0.0,126.53
511,East,Connecticut,Norwalk,6850,22.92,1,22.92,1,,0.0,22.92
512,East,Connecticut,Norwalk,6855,1959.84,1,1959.84,1,,0.0,1959.84
513,East,Connecticut,Norwich,6360,3410.26,8,426.28,8,,0.0,426.28
514,East,Connecticut,Plainfield,6374,415.36,1,415.36,1,,0.0,415.36
515,East,Connecticut,Seymour,6478,1904.52,5,380.9,6,,0.0,317.42
516,East,Connecticut,Shelton,6484,3103.64,2,1551.82,2,,0.0,1551.82
517,East,Connecticut,South Windsor,6074,2694.58,1,2694.58,1,,0.0,2694.58
518,East,Connecticut,Southbury,6488,2161.44,1,2161.44,1,,0.0,2161.44
519,East,Connecticut,Stamford,6901,204.16,1,204.16,1,,0.0,204.16
520,East,Connecticut,Stamford,6903,140.52,1,140.52,1,,0.0,140.52
521,East,Connecticut,Stratford,6614,149.74,2,74.87,2,,0.0,74.87
522,East,Connecticut,Torrington,6790,466.4,1,466.4,1,,0.0,466.4
523,East,Connecticut,Trumbull,6611,23.38,1,23.38,1,,0.0,23.38
524,East,Connecticut,Wallingford,6492,247.84,1,247.84,1,,0.0,247.84
525,East,Connecticut,Waterbury,6702,26.67,1,26.67,1,,0.0,26.67
526,East,Connecticut,Waterbury,6708,222.75,1,222.75,1,,0.0,222.75
527,East,Connecticut,Waterbury,6710,1529.22,1,1529.22,1,,0.0,1529.22
528,East,Connecticut,Watertown,6795,173.55,1,173.55,1,,0.0,173.55
529,East,Connecticut,Willimantic,6226,7.48,1,7.48,1,,0.0,7.48
530,East,Delaware,Dover,19901,769.35,1,769.35,4,,0.0,192.34
531,East,Delaware,Newark,19711,1608.57,2,804.29,3,,0.0,536.19
532,East,Delaware,Wilmington,19805,1232.4,1,1232.4,2,,0.0,616.2
533,East,District of Columbia,Washington,20004,180.48,1,180.48,1,,0.0,180.48
534,East,District of Columbia,Washington,20006,28830.58,1,28830.58,6,,0.0,4805.1
535,East,District of Columbia,Washington,20012,78561.71,1,78561.71,4,,25.0,19640.43
536,East,District of Columbia,Washington,20016,92188.45,2,46094.23,24,,4.17,3841.19
537,East,District of Columbia,Washington,20024,15940.55,1,15940.55,9,,11.11,1771.17
538,East,Maine,Auburn,4210,5895.93,9,655.1,9,,0.0,655.1
539,East,Maine,Augusta,4330,2023.71,7,289.1,9,,0.0,224.86
540,East,Maine,Bangor,4401,17795.49,16,1112.22,17,,0.0,1046.79
541,East,Maine,Biddeford,4005,2667.15,6,444.53,8,,0.0,333.39
542,East,Maine,Brunswick,4011,2891.53,7,413.08,7,,0.0,413.08
543,East,Maine,Gorham,4038,4729.01,8,591.13,8,,0.0,591.13
544,East,Maine,Lewiston,4240,5433.5,8,679.19,8,,0.0,679.19
545,East,Maine,Portland,4101,9073.75,8,1134.22,8,,0.0,1134.22
546,East,Maine,Saco,4072,14323.3,8,1790.41,9,,0.0,1591.48
547,East,Maine,Sanford,4073,10870.1,13,836.16,13,,0.0,836.16
548,East,Maine,South Portland,4106,6002.53,8,750.32,8,,0.0,750.32
549,East,Maine,Waterville,4901,4384.53,7,626.36,8,,0.0,548.07
550,East,Maine,West Scarborough,4070,1632.13,8,204.02,8,,0.0,204.02
551,East,Maine,Westbrook,4092,8918.77,8,1114.85,8,,0.0,1114.85
552,East,Maryland,Annapolis,21403,3805.86,1,3805.86,4,,0.0,951.47
553,East,Maryland,Aspen Hill,20906,3528.74,2,1764.37,6,,0.0,588.12
554,East,Maryland,Baltimore,21215,3031.07,2,1515.54,6,,0.0,505.18
555,East,Maryland,Bethesda,20814,1114.57,2,557.29,5,,0.0,222.91
556,East,Maryland,Bowie,20715,343.12,1,343.12,3,,0.0,114.37
557,East,Maryland,Camp Springs,20746,6839.97,4,1709.99,9,,0.0,760.0
558,East,Maryland,Catonsville,21228,2121.88,1,2121.88,2,,0.0,1060.94
559,East,Maryland,Clinton,20735,2361.38,1,2361.38,3,,0.0,787.13
560,East,Maryland,College Park,20740,3390.83,1,3390.83,4,,0.0,847.71
561,East,Maryland,Columbia,21044,81.34,1,81.34,1,,0.0,81.34
562,East,Maryland,Crofton,21114,259.88,1,259.88,4,,0.0,64.97
563,East,Maryland,Cumberland,21501,3784.37,1,3784.37,5,,0.0,756.87
564,East,Maryland,Dundalk,21222,8826.45,3,2942.15,12,,0.0,735.54
565,East,Maryland,Edgewood,21040,1168.07,3,389.36,4,,0.0,292.02
566,East,Maryland,Ellicott City,21042,1428.32,1,1428.32,2,,0.0,714.16
567,East,Maryland,Essex,21221,736.59,1,736.59,5,,0.0,147.32
568,East,Maryland,Gaithersburg,20877,3757.83,1,3757.83,1,,0.0,3757.83
569,East,Maryland,Glen Burnie,21061,6622.35,1,6622.35,2,,0.0,3311.18
570,East,Maryland,Hagerstown,21740,3253.04,2,1626.52,3,,0.0,1084.35
571,East,Maryland,Laurel,20707,2840.56,1,2840.56,4,,0.0,710.14
572,East,Maryland,Middle River,21220,5753.29,1,5753.29,3,,0.0,1917.76
573,East,Maryland,Odenton,21113,3954.51,2,1977.26,5,,0.0,790.9
574,East,Maryland,Olney,20832,7283.86,1,7283.86,6,,0.0,1213.98
575,East,Maryland,Owings Mills,21117,2901.22,1,2901.22,2,,0.0,1450.61
576,East,Maryland,Parkville,21234,4002.49,1,4002.49,2,,0.0,2001.25
577,East,Maryland,Perry Hall,21128,9565.39,1,9565.39,4,,0.0,2391.35
578,East,Maryland,Pikesville,21208,2840.5,1,2840.5,4,,0.0,710.13
579,East,Maryland,Potomac,20854,4919.21,2,2459.61,5,,0.0,983.84
580,East,Maryland,Randallstown,21133,2557.53,3,852.51,7,,0.0,365.36
581,East,Maryland,Reisterstown,21136,3282.67,2,1641.34,5,,0.0,656.53
582,East,Maryland,Rockville,20852,18.62,1,18.62,2,,0.0,9.31
583,East,Maryland,Saint Charles,20602,77.67,1,77.67,1,,0.0,77.67
584,East,Maryland,Severna Park,21146,6273.15,1,6273.15,2,,0.0,3136.58
585,East,Maryland,Silver Spring,20901,2300.21,1,2300.21,3,,0.0,766.74
586,East,Maryland,Waldorf,20601,6033.54,1,6033.54,4,,0.0,1508.39
587,East,Massachusetts,Abington,2351,74.16,1,74.16,1,,0.0,74.16
588,East,Massachusetts,Acton,1718,24.1,1,24.1,1,,0.0,24.1
589,East,Massachusetts,Agawam,1001,77.85,1,77.85,1,,0.0,77.85
590,East,Massachusetts,Amesbury,1913,265.4,1,265.4,1,,0.0,265.4
591,East,Massachusetts,Andover,1810,103.14,2,51.57,2,,0.0,51.57
592,East,Massachusetts,Arlington,2474,244.95,1,244.95,1,,0.0,244.95
593,East,Massachusetts,Ashland,1721,268.85,1,268.85,1,,0.0,268.85
594,East,Massachusetts,Attleboro,2703,1965.42,1,1965.42,2,,0.0,982.71
595,East,Massachusetts,Belchertown,1007,39.56,1,39.56,1,,0.0,39.56
596,East,Massachusetts,Bellingham,2019,1369.15,1,1369.15,1,,0.0,1369.15
597,East,Massachusetts,Belmont,2478,1940.29,1,1940.29,1,,0.0,1940.29
598,East,Massachusetts,Beverly,1915,140.03,1,140.03,1,,0.0,140.03
599,East,Massachusetts,Billerica,1821,131.1,1,131.1,1,,0.0,131.1
600,East,Massachusetts,Boston,2108,804.48,2,402.24,2,,0.0,402.24
601,East,Massachusetts,Boston,2109,153.64,1,153.64,1,,0.0,153.64
602,East,Massachusetts,Boston,2110,51.6,1,51.6,1,,0.0,51.6
603,East,Massachusetts,Boston,2111,126.7,1,126.7,1,,0.0,126.7
604,East,Massachusetts,Boston,2112,14363.6,1,14363.6,6,,66.67,2393.93
605,East,Massachusetts,Boston,2113,63882.73,2,31941.37,18,,16.67,3549.04
606,East,Massachusetts,Boston,2116,722.19,1,722.19,1,,0.0,722.19
607,East,Massachusetts,Boston,2118,23980.43,1,23980.43,13,,0.0,1844.65
608,East,Massachusetts,Boston,2129,28292.43,1,28292.43,7,,0.0,4041.78
609,East,Massachusetts,Boston,2210,1841.86,1,1841.86,1,,0.0,1841.86
610,East,Massachusetts,Boston,2215,18.6,1,18.6,1,,0.0,18.6
611,East,Massachusetts,Bourne,2532,151.12,1,151.12,1,,0.0,151.12
612,East,Massachusetts,Braintree,2184,428.1,1,428.1,1,,0.0,428.1
613,East,Massachusetts,Bridgewater,2324,75.79,1,75.79,1,,0.0,75.79
614,East,Massachusetts,Brookline,2445,149.2,1,149.2,1,,0.0,149.2
615,East,Massachusetts,Burlington,1803,1107.36,1,1107.36,1,,0.0,1107.36
616,East,Massachusetts,Cambridge,2138,118.18,1,118.18,1,,0.0,118.18
617,East,Massachusetts,Canton,2021,15.16,1,15.16,1,,0.0,15.16
618,East,Massachusetts,Chicopee,1013,717.34,1,717.34,1,,0.0,717.34
619,East,Massachusetts,Clinton,1510,118.35,1,118.35,1,,0.0,118.35
620,East,Massachusetts,Concord,1742,138.16,1,138.16,1,,0.0,138.16
621,East,Massachusetts,Danvers,1923,96.64,1,96.64,1,,0.0,96.64
622,East,Massachusetts,Dedham,2026,94.6,1,94.6,1,,0.0,94.6
623,East,Massachusetts,Dennis,2638,589.52,1,589.52,1,,0.0,589.52
624,East,Massachusetts,Dracut,1826,2969.7,1,2969.7,1,,0.0,2969.7
625,East,Massachusetts,Duxbury,2331,492.36,1,492.36,1,,0.0,492.36
626,East,Massachusetts,East Longmeadow,1028,59.01,1,59.01,1,,0.0,59.01
627,East,Massachusetts,Easthampton,1027,33.84,1,33.84,1,,0.0,33.84
628,East,Massachusetts,Easton,2334,130.32,1,130.32,1,,0.0,130.32
629,East,Massachusetts,Everett,2149,46.17,1,46.17,1,,0.0,46.17
630,East,Massachusetts,Fairhaven,2719,63.5,1,63.5,1,,0.0,63.5
631,East,Massachusetts,Fall River,2724,221.73,1,221.73,1,,0.0,221.73
632,East,Massachusetts,Falmouth,2540,10.86,1,10.86,1,,0.0,10.86
633,East,Massachusetts,Fitchburg,1420,92.1,1,92.1,1,,0.0,92.1
634,East,Massachusetts,Foxborough,2035,200.08,1,200.08,1,,0.0,200.08
635,East,Massachusetts,Framingham,1701,6660.03,1,6660.03,1,,0.0,6660.03
636,East,Massachusetts,Franklin,2038,312.57,1,312.57,1,,0.0,312.57
637,East,Massachusetts,Gardner,1440,428.09,1,428.09,1,,0.0,428.09
638,East,Massachusetts,Gloucester,1930,82.6,1,82.6,1,,0.0,82.6
639,East,Massachusetts,Grafton,1519,1043.29,1,1043.29,1,,0.0,1043.29
640,East,Massachusetts,Greenfield,1301,172.8,1,172.8,1,,0.0,172.8
641,East,Massachusetts,Groton,1450,3796.39,1,3796.39,1,,0.0,3796.39
642,East,Massachusetts,Hanover,2339,39.84,1,39.84,1,,0.0,39.84
643,East,Massachusetts,Hanson,2341,67.75,1,67.75,1,,0.0,67.75
644,East,Massachusetts,Haverhill,1832,122.21,1,122.21,1,,0.0,122.21
645,East,Massachusetts,Hingham,2018,547.14,1,547.14,1,,0.0,547.14
646,East,Massachusetts,Holden,1520,56.04,1,56.04,1,,0.0,56.04
647,East,Massachusetts,Holyoke,1040,565.72,1,565.72,1,,0.0,565.72
648,East,Massachusetts,Hopkinton,1748,462.12,1,462.12,1,,0.0,462.12
649,East,Massachusetts,Hudson,1749,55.5,1,55.5,1,,0.0,55.5
650,East,Massachusetts,Ipswich,1938,109.65,1,109.65,1,,0.0,109.65
651,East,Massachusetts,Kingston,2364,46.95,1,46.95,1,,0.0,46.95
652,East,Massachusetts,Lawrence,1840,75.44,1,75.44,1,,0.0,75.44
653,East,Massachusetts,Lawrence,1841,357.96,1,357.96,1,,0.0,357.96
654,East,Massachusetts,Leominster,1453,372.18,1,372.18,1,,0.0,372.18
655,East,Massachusetts,Lexington,2420,592.15,1,592.15,1,,0.0,592.15
656,East,Massachusetts,Longmeadow,1106,173.85,1,173.85,1,,0.0,173.85
657,East,Massachusetts,Lowell,1852,52.05,1,52.05,1,,0.0,52.05
658,East,Massachusetts,Ludlow,1056,91.25,1,91.25,1,,0.0,91.25
659,East,Massachusetts,Lunenburg,1462,1077.21,1,1077.21,1,,0.0,1077.21
660,East,Massachusetts,Lynn,1901,46.45,1,46.45,1,,0.0,46.45
661,East,Massachusetts,Malden,2148,49.66,1,49.66,1,,0.0,49.66
662,East,Massachusetts,Mansfield,2048,385.2,1,385.2,1,,0.0,385.2
663,East,Massachusetts,Marblehead,1945,2084.88,1,2084.88,1,,0.0,2084.88
664,East,Massachusetts,Marlborough,1752,93.86,2,46.93,2,,0.0,46.93
665,East,Massachusetts,Marshfield,2050,982.02,1,982.02,1,,0.0,982.02
666,East,Massachusetts,Medford,2153,5.18,1,5.18,1,,0.0,5.18
667,East,Massachusetts,Milford,1757,41.47,1,41.47,1,,0.0,41.47
668,East,Massachusetts,Milton,2186,6.6,1,6.6,1,,0.0,6.6
669,East,Massachusetts,Natick,1760,23.92,1,23.92,1,,0.0,23.92
670,East,Massachusetts,Needham,2492,140.76,1,140.76,1,,0.0,140.76
